ImageA,ImageB,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72
hist_TCIA-0012_slice1.png,hist_TCIA-0012_slice1.png,-1.0347917228293007,-0.9140579519119925,-1.0688541718578228,-1.0117898203500666,-0.947513134016383,-1.0899819231145806,-0.5355296160433666,-0.6390650480113923,-0.6436893497451908,-0.662639578336423,-0.5148608783742491,-0.5918577340207877,-0.13942935207479845,-0.1410446087599832,-0.12271068123472595,-0.14184049468222754,-0.19327287459865466,-0.281966373980079,0.10986163074548894,0.15570202727900256,0.19320691229857961,0.18127669333928564,0.13015136069366603,0.22092595765333845,0.5129466901816109,0.6567630975341221,0.5864705757352099,0.6290914614929385,0.6595005774972704,0.5958292974077994,0.9329813890929843,1.0351770832061187,1.0214552812509425,0.9223277390299868,1.0759637630020273,0.9732686212503735,-0.9941706270294149,-0.5204062124037836,-0.15674720242337012,0.26015759730314636,0.504495972382687,1.0836270285713148,-0.9949530198343896,-0.5962459722934497,-0.24290535730636792,0.15007898975690137,0.5063002604522526,1.0411550531332894,-1.0579819436050928,-0.6864084918936233,-0.15314271583548278,0.29030834073850303,0.5550027477650543,0.912741238237464,-0.9385330856686126,-0.6193312289166317,-0.25399368279331136,0.28853043630215114,0.5795564974649772,1.093021307894127,-1.0880853999516036,-0.6279172731977436,-0.2512684052520445,0.2245428295370837,0.5784533914477288,1.0898621965543251,-1.0386323890854121,-0.5015922619012037,-0.2963558822819454,0.2779405847850621,0.5321767847671682,1.0570175208815684
hist_TCIA-0025_slice1.png,hist_TCIA-0025_slice1.png,-0.9056607058722368,-0.9122677771276244,-0.993348733188105,-1.0493753970168052,-0.9072869149023531,-0.9295412916643664,-0.5848680009215941,-0.6863675971692996,-0.5899949987331218,-0.5056697346487855,-0.647510783745755,-0.658418478453857,-0.235748825228541,-0.1981325040507545,-0.20278284473179198,-0.2622173390766832,-0.18587500290465897,-0.14240163289328298,0.297015273718511,0.29217464523424413,0.18583252100019604,0.221108221355917,0.2164558297238599,0.26567135507494155,0.5032562673275577,0.5637702058611958,0.6214915945720259,0.6473500825575192,0.6575526363779364,0.6393453098744399,0.9590903494013452,0.9657305521001313,1.0020527834541675,0.926248361757819,1.0619520818426993,1.0346916524995777,-0.9850364184672129,-0.6195746789656208,-0.13041394755880675,0.12304989890504181,0.682314426787541,0.9559843215371875,-1.0221908650337335,-0.5791250268124484,-0.1247117964359559,0.17022205465039883,0.517595526317067,0.9216506067796404,-1.0941057567590182,-0.5258078487358514,-0.1548409276416433,0.2629682948849852,0.522163605142748,0.9062391479175417,-0.9173690170607784,-0.6979216923763427,-0.19280566719035372,0.20344605778471908,0.5863691632266718,1.0074071075507305,-1.0024088635728627,-0.6448210902750695,-0.17374936028220886,0.18525633067567965,0.5413798954023517,0.9589511097754145,-1.0649922683977837,-0.5782650234933066,-0.18671742755299497,0.12931274626108735,0.6805323787239954,1.0322478595494484
hist_TCIA-0012_slice2.png,hist_TCIA-0012_slice2.png,-1.034783515621211,-0.9421746883872341,-1.0147580250183392,-0.9992145186495277,-0.9761736441364525,-0.9024269013661512,-0.6968194803068357,-0.6340762067308996,-0.5232518212993535,-0.521454013119297,-0.6087662036334376,-0.6261155987506741,-0.19830522260767408,-0.1821512491581247,-0.23459532419349055,-0.1495543822371051,-0.14650115396526614,-0.21229794853116546,0.11374696202476609,0.28674474497493324,0.1980012721087726,0.18818942936427469,0.16879485634458707,0.21688789460855568,0.6026350982212225,0.5178539572368616,0.6994583173645286,0.6531605215891881,0.6199794663630008,0.5491695289050174,0.9061578250985627,0.9704328728354388,1.0167731162476954,1.0495946485231231,0.9274290880348154,1.074977463359392,-1.044553581951652,-0.5883341531944549,-0.27795689062689466,0.24181186118724884,0.517496400286237,0.9635758384377714,-0.9317250994821501,-0.5268393323947191,-0.24881789672955207,0.21739260078940478,0.6467022338798063,0.9895809437352887,-1.0013727483060157,-0.5376849887828683,-0.29736114382739637,0.2508997665451321,0.6770401197664522,0.9003789896975298,-0.9111435121655033,-0.5647309892236254,-0.2841492863048661,0.1121810828472124,0.5464925692682542,0.9183227424652562,-1.0068700039108436,-0.5651793048019895,-0.13882125999026873,0.16193282522910116,0.6521832003906993,1.019714410053214,-0.9375850280856428,-0.5097894736504409,-0.2990351825262094,0.16821268865014286,0.538131030528548,1.0326233861436864
hist_TCIA-0025_slice2.png,hist_TCIA-0025_slice2.png,-1.0431592062528654,-0.9263242934688598,-0.9440400517224647,-0.970148408764522,-1.0248051177435589,-1.0607976818468963,-0.6850859633342935,-0.5449455629436575,-0.6292454888543689,-0.5582203007905134,-0.68474999866784,-0.5028713242888132,-0.18738348732757049,-0.13731189305413763,-0.21353298298114437,-0.2951052555447619,-0.19535399869981923,-0.252175575401398,0.15605614867269058,0.120413440633309,0.19891365331997776,0.23207018764648246,0.2076795917616278,0.2831671694982226,0.6584254474558684,0.5049286589358282,0.5993522159953224,0.5412147134340699,0.6982839027438323,0.5790624162359277,0.9828936258009444,1.0785471297313358,0.9110248989358413,1.0301322841527194,0.9478862705283436,0.9887702210583633,-1.086903748992412,-0.5588398367347973,-0.11861001934041543,0.12497855956778275,0.6644569143224428,0.9656199378411715,-0.9763682095409506,-0.6539396510927211,-0.24908603990962755,0.13588597860355645,0.6849211759744727,0.9408495633126124,-0.9517270788257092,-0.5397515839902062,-0.2185080520280443,0.1544524489532983,0.6970885101951494,0.9452756041336122,-1.0570593269484285,-0.6502596644384095,-0.26554739820591744,0.10022254227532555,0.5761057561194298,0.9499005125500471,-1.0358020471777485,-0.5890333871482742,-0.258348971930151,0.10788085107980734,0.5287441842174829,1.0053398099325126,-0.9203416693450651,-0.6952701736506033,-0.11019540236394965,0.21843668880016998,0.6674623498229888,0.9375952047008859
hist_TCIA-0025_slice3.png,hist_TCIA-0025_slice3.png,-0.9546237537647944,-0.9040891015701137,-0.9945417985875351,-0.9202295423144906,-0.9964300019857575,-1.0916671492316,-0.5509511087786022,-0.5476604589838843,-0.5704729063811943,-0.6322139337693256,-0.5928056531712148,-0.5824013782664482,-0.13565566638201149,-0.291819250917726,-0.16593211400205238,-0.2925097480830391,-0.19462396691336167,-0.21359205950512217,0.28774711630982786,0.1972158879525191,0.18672386568298066,0.10179324523893779,0.25961204498351653,0.28205564851887677,0.678850947010994,0.5143427331208609,0.5057263966146079,0.6100229684118983,0.676668957924778,0.6257840544751909,1.0866369739196409,0.9929687520059911,0.9082329622495755,0.9251783776823396,1.0289763778489114,0.9242865497115587,-1.031494241537021,-0.6906299530958954,-0.1564647918095132,0.23111570235747578,0.5226174948596672,1.0489915091101112,-0.988100328879808,-0.5929712369756147,-0.10542061799504879,0.2540570258332096,0.5159365823423858,0.942865560657371,-1.0854919618276182,-0.6028804393716906,-0.13147812425628067,0.23954361440737118,0.5712718539199992,1.0038019308128252,-1.0417702572352758,-0.6817287044005507,-0.1627215706968253,0.13493884057233235,0.5754041600228712,0.9104156754219644,-1.0656874429288166,-0.5230830630257668,-0.1603887323774037,0.2950900993050195,0.6273192099574519,1.066960061521368,-1.089654355006821,-0.6589996550871668,-0.16531742212443895,0.20581399255480357,0.5117380511432538,1.0317666645246097
hist_TCIA-0020_slice2.png,hist_TCIA-0020_slice2.png,-1.0047742445580823,-0.9087910813752046,-0.9810389303786127,-1.0479183879129819,-1.0550672523217273,-0.9740121031486835,-0.5102070671317083,-0.6509383077860087,-0.6376935631236116,-0.6387107166734969,-0.6158189220087993,-0.5256620326215948,-0.1772001524278061,-0.19665782170255786,-0.27981467178933045,-0.19917910315625176,-0.2464989048113289,-0.14921158893755357,0.15157337389846143,0.1867401520310285,0.16725260288273844,0.11523518896693778,0.15302619959683747,0.29601496166838615,0.659648724555219,0.5984235239308192,0.5216328444379374,0.6501997351884784,0.6512482500672688,0.6087408463941485,0.984516403025665,0.952710436259849,1.0779384643387295,0.9190777471621928,1.0759857613930561,1.0676970003969666,-1.0190460017950234,-0.5146597996687925,-0.25438359607583144,0.13338807928486332,0.5028903688754466,1.032444980989097,-1.0027654627850484,-0.6000872466565714,-0.20088219851364475,0.2033894818087236,0.6277125359705058,1.0436197818297617,-1.097349583038397,-0.5572998738405923,-0.2649820510936136,0.11852559653001221,0.6528360915141634,0.9319987671492678,-0.9449355030170156,-0.5902196548665581,-0.14848356033337667,0.138297571512675,0.5801512688658416,0.9349662449050646,-1.0643873076714596,-0.5538635293808473,-0.2960176256310198,0.16213416509136208,0.6636153395633673,1.070067624359021,-0.9843758353982875,-0.6658562546425821,-0.19322526104836996,0.10434563213966362,0.5551984680988691,1.059425855145665
hist_TCIA-0017_slice2.png,hist_TCIA-0017_slice2.png,-0.9224895024744729,-1.0396972270275813,-0.9813882137669359,-1.0945486111665494,-1.0681816072951063,-1.07227316933461,-0.6513184047871283,-0.6079288181746462,-0.5384805952645352,-0.5171505318172115,-0.6404992757464051,-0.5523173652885724,-0.14334681569006896,-0.24648668813030072,-0.1188939268416209,-0.17941185096873563,-0.12348362752297648,-0.2249417288085403,0.2930630202700872,0.2984415139769453,0.20106093199720265,0.29511788612996037,0.1564503321640982,0.1515842808492944,0.5858927526354404,0.6300625666614404,0.6909903287673149,0.5564319073131158,0.6924079279938264,0.583798520877737,1.0858540247036523,1.0309221960374222,1.0571861466113903,1.0513095526578082,0.9272576983520723,0.9405811090461051,-1.08934091302686,-0.6350474203937488,-0.2677434753331014,0.22190936698308095,0.5103638159417313,1.012243999328913,-1.0635519487490188,-0.5473637464656856,-0.1385472105085102,0.13568534592797704,0.6275742753451666,1.0680551450456606,-0.9845297078215629,-0.6537204082795688,-0.21240121432350179,0.24304901969407244,0.6050108605461164,0.9682118093588049,-1.020777413913248,-0.5971421542659764,-0.16169923041531445,0.16960995687337074,0.592508892136104,0.9424463047054438,-0.9590774492442238,-0.5307299110327374,-0.16240479129404445,0.2703551596573742,0.5770738470813542,0.9470460931458842,-0.9785375381448613,-0.6462576674683801,-0.28258484811581813,0.241749794135263,0.6314781981247761,0.9894792775426711
hist_TCIA-0017_slice3.png,hist_TCIA-0017_slice3.png,-1.0606155438450173,-0.9730466334490591,-1.0893210208660669,-0.9315793673276302,-0.9459918393916157,-1.0342109028737725,-0.5871402727234428,-0.6039678371340733,-0.5140471904847422,-0.6413531446876524,-0.6811562081484278,-0.5970424757966455,-0.10073523675522833,-0.23306954225200177,-0.24063075774736686,-0.15936616975249912,-0.2662215140915926,-0.1965996472904475,0.12759760778754553,0.12359459959666659,0.11713485483513786,0.18729772467691644,0.1483248132157055,0.298807025914825,0.5032951572139102,0.5962551195359514,0.5137949938352949,0.6406058143784428,0.5256659218545501,0.5235503856102335,1.0822629224664866,1.0803029639590207,0.9608942675250663,0.9431230473650605,0.9682311050717902,1.091179298381395,-1.0557596747651004,-0.5057490908753808,-0.1514219006571919,0.2614485794032434,0.5904382981072203,0.9671550938649358,-1.0497128529020388,-0.6904482957555951,-0.1852733457594415,0.2330323673900149,0.644446524838188,0.9395840025845978,-0.9372179904011309,-0.6702817943983519,-0.18943894334026587,0.24767601728294675,0.6541809773559257,1.0771525468740533,-0.9216865846843473,-0.6199956280194168,-0.14097377826037194,0.2896095724210975,0.662597371844161,1.0130339992289745,-0.9771954796897462,-0.6911485653821418,-0.28551375328720097,0.12961628681820664,0.5601961031481506,0.907946088765995,-1.0752165276886734,-0.689695978422222,-0.2398814998773823,0.28256982619240717,0.6505783276796383,1.0897264621704155
hist_TCIA-0006_slice1.png,hist_TCIA-0006_slice1.png,-0.9809833926312378,-1.0834985963975197,-0.9165394699065046,-1.0621090062628218,-0.9213843144009027,-0.9804647009194664,-0.5612402009355044,-0.5699272292787959,-0.661381116918978,-0.5999494418937333,-0.5582686586815567,-0.625461068559672,-0.25290956641675555,-0.2840368430388863,-0.2212755835297987,-0.10368445271973403,-0.2768850285625737,-0.14381061468856648,0.20033313711566547,0.23155178411483204,0.22189028476438707,0.10137591739092677,0.17346035166650012,0.14105538296150708,0.5273438278300446,0.6146840052394983,0.6662661509826253,0.6502549922752606,0.6753153709973214,0.5248623847283544,0.9179622523179559,1.0900627360583117,0.9239956252959642,0.9147695587469287,0.9170988240517511,0.9025920710455341,-0.9275963668750866,-0.5591919637018596,-0.28516256286895597,0.27893000011077135,0.6928534641551846,1.0261195890419754,-0.9588839905326896,-0.6354166458030384,-0.13549185586296245,0.2417020399706836,0.5641920060945461,1.075371641915452,-0.9818444868321028,-0.6872412030788874,-0.11634966274679351,0.20142704534469053,0.6998318532173421,1.0809711166691442,-1.0687176459842354,-0.6767713741573693,-0.2200910771880204,0.11846866330524129,0.5975714634018632,1.0508192291322496,-1.0010710855582634,-0.6558527224872217,-0.20654627254509017,0.13496071251329408,0.5884711046607317,1.0746133323825187,-0.9746345091907347,-0.5512698357344082,-0.2631376953458663,0.253364193354493,0.632100370979953,0.9630886775808704
hist_TCIA-0020_slice3.png,hist_TCIA-0020_slice3.png,-0.9361066872540488,-0.9715295828446968,-0.9094721602536828,-0.9351234576403591,-0.9209563169995049,-1.0724369587122964,-0.5024045221485157,-0.5527606158344801,-0.6423533725177077,-0.6756952133563191,-0.5339445146397402,-0.6055526122935626,-0.16678114490989376,-0.19606849590218867,-0.15051644071382553,-0.18804205404030488,-0.29803411478211406,-0.2887729355586227,0.2156945624545134,0.20423996072100004,0.23499652081530298,0.28710269378807785,0.22961739318236296,0.18525285798941038,0.5693846158122877,0.5270434759184746,0.5420976871054273,0.6345725953209442,0.6996549439079246,0.635459566312142,1.091634033363167,0.9554151489695941,0.9323199089231419,1.0427203584221607,1.0925932419737778,0.9081782176297213,-1.0730560738615724,-0.6157363121238798,-0.11159368842238038,0.10506055163901037,0.6637967866642638,1.0050591432799687,-0.9779851251033522,-0.6805938754193448,-0.2719090918455659,0.2148374803036176,0.574914262114308,1.0171895144974346,-0.9848708919049194,-0.6316889278545218,-0.2187023747393993,0.28550484074463006,0.5673487099561891,0.9326332464024825,-1.07927954616715,-0.5990443356598464,-0.2795017952771087,0.11911489089058931,0.5544965759605087,1.0186025109417298,-1.055545713656534,-0.5616563962057728,-0.22688568425368733,0.24570482629702098,0.698208236720827,0.9911943781766711,-1.0445597015404517,-0.6152918419823631,-0.1110860855167568,0.23719992764001466,0.6495187376552561,0.9158816275856451
