ImageA,ImageB,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18
mri_TCIA-0001_11.jpg,mri_TCIA-0001_11.jpg,-0.9711233164296771,-0.9184831251929364,-0.9635708594878515,-0.02689129641443344,-0.07644155670562364,0.05091258700150261,1.0460542922702525,0.9182804575383722,0.9637096896729546,-1.0851114592702027,-0.03973843288585251,1.0512525883236408,-1.0163450944772001,0.08769378804153213,0.9280719280821693,-0.9874149803506513,0.021462734069292083,1.0343457559719655
mri_TCIA-0001_12.jpg,mri_TCIA-0001_12.jpg,-1.0058682884167158,-0.9247873618225443,-1.079012830963747,-0.04938851502645634,-0.05115014304210504,-0.04630608217781454,0.9728601467457685,0.9355718760893109,0.9916641486258482,-0.9962307720866767,-0.05622158307396652,1.0642625631428935,-0.9218049263522646,0.08343020030972259,0.9460963805752904,-0.9394164431600843,-0.09711952173158621,0.9367501162819072
mri_TCIA-0002_09.jpg,mri_TCIA-0002_09.jpg,-1.0668574693228645,-1.0205682797669726,-0.970199891802519,7.629309029708042e-05,-0.06946078659589601,0.05043793741187336,0.9091208032347893,0.9794464537793777,0.9710065570984537,-1.0014080459490162,0.05638854811289981,0.9664948655616793,-0.9547450361725145,0.09271774399383378,1.0790376475572743,-1.0389494389432687,0.05142909355964856,0.991686220766051
mri_TCIA-0002_10.jpg,mri_TCIA-0002_10.jpg,-1.094400179946392,-1.0739792762771163,-0.9252411705199168,-0.06147348768008028,0.08116471717879581,-0.09910528925350798,1.0638074790259884,0.949037305003918,1.0787706539433284,-0.9525708026054697,0.039550428151680556,1.079457474547426,-0.9964380678525988,-0.08911132332073957,1.0072821754605754,-1.0043263518170897,-0.031989097318571455,0.913804965715999
mri_TCIA-0004_12.jpg,mri_TCIA-0004_12.jpg,-1.0787783419034118,-0.9770337102035269,-0.9859879427014687,-0.03824705303245657,-0.015114756034905821,-0.07330749715727405,0.991906682302091,1.0014390552800074,0.9903081898820936,-1.060920752838748,-0.04877341340289918,1.0923706754708575,-0.9334275041701183,0.0608483230866505,1.022440982883328,-0.9870757642687198,-0.08519785961945377,1.0955174520911715
mri_TCIA-0004_13.jpg,mri_TCIA-0004_13.jpg,-1.0134287362272825,-1.0812606859353415,-1.0229707623816222,-0.06145816664019737,0.045900745382010805,0.017801823749067913,0.9786776168003788,1.0563182384880103,0.9760331027226775,-0.9618324596644763,-0.04711622026458953,0.9388428689136956,-1.0124665419350753,0.04511063205607757,1.0307639785189369,-1.0849552115435255,-0.09325892586090932,0.9489953355770614
mri_TCIA-0004_14.jpg,mri_TCIA-0004_14.jpg,-0.9701879253188606,-0.9860701194430331,-1.067425338589044,0.09768321136922894,-0.03536119331341195,0.028121321349914463,0.9516453802084263,1.0472483832649426,0.9302087571241463,-0.9650761086027262,0.007585157636358988,0.9442213479304233,-0.9050305837303492,0.03685596920660425,1.0902514753686199,-1.06695848634615,-0.03181575021825958,1.023697993654656
mri_TCIA-0005_08.jpg,mri_TCIA-0005_08.jpg,-0.9888412266918171,-1.0576217884131842,-0.9796343843626816,0.03589663042175251,-0.050759252430235983,-0.050351213783210835,0.9236350332810753,0.9882419065271684,1.0109743834859086,-1.0943116809534439,-0.07717978281365115,1.0817696249633606,-0.9094192893950933,0.06069984019470234,1.0862496598804514,-0.9852179028015858,-0.06734470039538562,0.9420885388128603
mri_TCIA-0005_09.jpg,mri_TCIA-0005_09.jpg,-1.078721762505966,-1.0513113194012498,-1.0458356492863659,-0.07161704268799174,-0.04300117852707972,-0.06731368764777965,1.0628742753317502,1.0872036608069104,0.9136055508325575,-0.9377332148564235,0.09096385204950794,1.0282248916096624,-0.975384049806184,0.09118078461618837,0.9218146857180984,-1.0923723997462094,0.015537639560246869,1.068356243806774
mri_TCIA-0005_10.jpg,mri_TCIA-0005_10.jpg,-0.9382600283641636,-1.0819472255983769,-0.998946795905166,-0.09081141410914069,0.04182108572562926,0.04950512961937753,1.0732337521762556,0.9116298362118478,0.9921735407393596,-1.0805373781323058,-0.06481607592103703,1.068893910276242,-0.9141912944970598,0.06294995520636043,0.9107313236483008,-0.9166075258849111,-0.07828771960265596,1.0909862483323816
