ImageA,ImageB,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,t31,t32,t33,t34,t35,t36,t37,t38,t39,t40,t41,t42,t43,t44,t45,t46,t47,t48,t49,t50,t51,t52,t53,t54,t55,t56,t57,t58,t59,t60,t61,t62,t63,t64,t65,t66,t67,t68,t69,t70,t71,t72
mri_TCIA-0005_10.jpg,mri_TCIA-0005_10.jpg,-1.066910939963111,-1.0237518757693973,-0.9078245375590709,-0.9677772941641047,-1.0029374442875019,-1.0871924604166667,-0.5683751122437978,-0.6581513212584706,-0.6450663948592236,-0.6745940682956013,-0.5524472808413156,-0.6495113934083406,-0.2266280843510617,-0.2820919018320778,-0.19944318164038588,-0.16027855585233863,-0.2971171944673934,-0.16532297710875643,0.28531456568055424,0.26840593788551614,0.20540121056948307,0.13852676785945311,0.24296499571834387,0.15804265598650752,0.5395898771779194,0.6802020918435976,0.5177315191217372,0.5346336117773552,0.5713987471786253,0.6221060229375255,1.0100570185621767,1.0624027402142848,0.9087191211279343,0.9658344753175874,0.9199040437411516,1.00988719035805,-1.0487675410032533,-0.5309014053511508,-0.12227444562241344,0.2893194085113341,0.5410726185560842,0.9938415100434844,-1.0578149876729392,-0.6354052625142301,-0.12254005685278616,0.2723639606918612,0.6151345208476156,1.0078095604832726,-0.9089937098862555,-0.532860361434745,-0.12221516297645002,0.12722828465263653,0.523269615069247,1.0625667935432406,-1.0534160060111635,-0.6373015187283931,-0.23748512882527967,0.16192494094291296,0.5674110992337025,1.099845287753409,-1.0001485052842736,-0.592454523518559,-0.23265798954676303,0.1673854345569148,0.5706119315092945,1.0706992069482153,-0.9743229536944358,-0.5429676323240971,-0.10699771813370959,0.2719316517995264,0.6142176139923031,0.9676179905654081
mri_TCIA-0008_07.jpg,mri_TCIA-0008_07.jpg,-0.9220788101416395,-0.9780809545561631,-0.9936713005369957,-0.9434084795461961,-0.9745707007142269,-1.09106891813567,-0.5636630707186232,-0.589574267846664,-0.5243432487466544,-0.6740538539418738,-0.6213350390834667,-0.6891800728147461,-0.27560948668332785,-0.24032023575886113,-0.11408238100783558,-0.14720181193097504,-0.15198817906084208,-0.2521373139791648,0.1957611147027623,0.2501526892080882,0.15899462229903885,0.19197946483541042,0.22492666107020198,0.2479050109527046,0.615607391367538,0.6310154936412626,0.5423061791147488,0.5461604778995511,0.6022648006002528,0.632163181606409,0.9985142851184817,1.03167218942255,1.0011867284551212,0.9936636346928979,1.0748204916100172,0.9231487769507085,-1.0651443291178013,-0.6956593576115987,-0.15494955433720098,0.15105653152874982,0.5577881018798316,0.9407134605213683,-1.0110165309572026,-0.6879169628449622,-0.23703730855977753,0.18797111039288494,0.5524650020675612,0.9738128911606234,-1.050567302415994,-0.6360702461115831,-0.1499812427141434,0.19133012037418692,0.52339193007867,0.9928960389735585,-0.9412882237410687,-0.6991449899305768,-0.21978382320522802,0.1561843281438366,0.5988498744846811,0.9359467289178472,-1.0839006466538315,-0.610513091415883,-0.16071500787760734,0.1785531890852945,0.531204336433554,1.0415194693226677,-1.0099354597248604,-0.6194310984945498,-0.10602790669259643,0.27492044294464013,0.6489999469742576,0.9128505111958123
mri_TCIA-0010_10.jpg,mri_TCIA-0010_10.jpg,-0.9774364201709292,-0.9749873330884857,-1.0130159235890757,-0.9395751056394481,-0.9046644967403674,-1.0815064248524118,-0.5673217638380648,-0.5568333191272512,-0.6552454092341222,-0.6474301181758565,-0.6054453950029103,-0.552249744419494,-0.2789778548183633,-0.12599278891590338,-0.1916002986482464,-0.15195600999990835,-0.22601657815131768,-0.12125999700008655,0.2936387247036014,0.2380447715459704,0.13295744696689707,0.1085125126505239,0.1734626170668934,0.18237190977753098,0.5579456827311704,0.6224771683475808,0.6138276842448833,0.6999488398235619,0.5887716266128983,0.53388923467085,1.0465612114552905,0.9711067457853834,0.9562301399524566,1.045956856799739,1.0636988541091124,1.0429472925490348,-0.9733491243559632,-0.610814893869155,-0.11331199503666872,0.14578700790612464,0.543991593973786,0.9495975029405029,-1.0385209749640012,-0.5747811243029507,-0.20063527347024185,0.24844455326336312,0.6868927233823694,1.066211986643167,-1.0215403735099726,-0.6596002479206473,-0.10547129785919424,0.2858357654831032,0.6261741002178696,0.9933927552082599,-0.9053719863009646,-0.571744376776122,-0.271727775931449,0.14918555445873743,0.6385923216257494,1.038113831103833,-1.0651268164091974,-0.6025960553613353,-0.18737745860699148,0.28801426546315245,0.5825093395387962,0.9850255308566329,-1.0137469477255021,-0.6044009166224009,-0.192629080502354,0.2542112758620776,0.5342097412394299,0.9503977116856506
mri_TCIA-0020_14.jpg,mri_TCIA-0020_14.jpg,-1.0479803794957168,-0.9780525344809516,-0.9664369370790535,-0.9990350724214649,-0.935277819290568,-0.9069892697827298,-0.6953046228335829,-0.613718405738291,-0.543988263687118,-0.5751613132308475,-0.648349891073708,-0.5266161394590078,-0.2826374989907864,-0.22943602848167527,-0.1582486192962374,-0.2397481146650238,-0.16349841193875178,-0.29845443083163914,0.11047579928779801,0.19131182374151456,0.20036867234801756,0.18112446395527781,0.19355397835895005,0.18461584460177843,0.6563515632944759,0.6162874200361187,0.6281931746503246,0.5056587183277035,0.6972830105587211,0.6350235490940983,0.9413310385168636,1.0464129080249314,1.0130207328336807,1.0801333155676864,0.9163579939026938,0.9900075398478491,-1.0625941186318966,-0.5396180933028094,-0.12389217001252961,0.17257588935800955,0.5393988320377748,1.0648929778530363,-1.0264520028096964,-0.5671319044272802,-0.22999694461538658,0.16486397492215527,0.5477636409232509,1.0035274418635316,-1.004127315750336,-0.6057789366789939,-0.2550717589174878,0.1888548055111548,0.5641586695627142,0.9333389296203383,-0.9362422728185904,-0.6000138090730385,-0.2703764476080283,0.17831624431977455,0.6912900600798066,1.0868461368126259,-0.9981939484118506,-0.5407028081321039,-0.20686599117988022,0.2966430949152581,0.5986161113413413,0.9393855349703544,-0.9146789184355225,-0.576016395324346,-0.299016815899322,0.27250264457468965,0.6572363087375408,1.0909320673353764
mri_TCIA-0016_10.jpg,mri_TCIA-0016_10.jpg,-0.9784589330022695,-0.9762879893725431,-0.9602409375108053,-1.0968294855151102,-0.9877231468298819,-1.010409770047676,-0.6780959771790894,-0.674801327498458,-0.6403652104162498,-0.6008299332797435,-0.6949622248853005,-0.655371028772943,-0.11070100231502825,-0.25242523267412803,-0.295691052558489,-0.1880358571660345,-0.2676869765309973,-0.21196874105027544,0.2143395894706704,0.2682955935788335,0.16116852741520876,0.10258251426876856,0.22878300055256606,0.12264642642882091,0.6718328389562318,0.6945197117683899,0.5669944744503621,0.604740737892105,0.5291615816799623,0.6706814661097331,1.0751706787672313,0.9430528417548788,1.0992598617713987,0.9126315753702309,1.0920802844009474,1.00867161310554,-1.0629769152375357,-0.6323295415282826,-0.176036630465066,0.22064581042822953,0.6620398992486614,1.0192448366322222,-0.9118836526934899,-0.554547931855738,-0.20919823065158133,0.21347826408454368,0.5724931349510207,0.9071723423089275,-1.025050082007968,-0.5072618279022906,-0.22674754554206206,0.27382707163399067,0.5517303605990184,0.9859135486935158,-0.9453666436188487,-0.5544263026959148,-0.1208197651003877,0.28417351571156657,0.5275691013084619,0.9370693922552292,-0.9234989618015215,-0.6648183670736771,-0.12788127510711902,0.12590704104452932,0.5522113178139989,0.9696503840661479,-0.9083962617588712,-0.6090598851974324,-0.12007664435051718,0.13463712345636103,0.6024832029383058,0.9733364661375067
mri_TCIA-0005_09.jpg,mri_TCIA-0005_09.jpg,-1.0174575685717213,-0.9261103039329384,-1.0913931064261817,-0.9194038071100273,-1.0672434010716183,-1.029345474313287,-0.6602991104678764,-0.557441848633864,-0.6983959272527709,-0.6237360258511488,-0.6191568529305017,-0.6997091209858942,-0.296756137369683,-0.2956241572155525,-0.2659207443764299,-0.18770112777632575,-0.2841312814131698,-0.2176617936333785,0.2611557603600028,0.2204771144689519,0.17149973212144298,0.14765461098881938,0.2957761948081202,0.11867627295787153,0.5475886635802805,0.647600718448252,0.6543359361555435,0.5865955578511517,0.6306138709832687,0.6393910134229472,1.0195633177689354,1.0405887116875079,0.9253760044705381,0.9350982035884509,0.9288235084263438,1.089843835488989,-1.0647425510502169,-0.6246820264818572,-0.10404428632213233,0.13380248725690905,0.5079696118874827,1.054918729311881,-1.0398025188671562,-0.5488402621067519,-0.28477857649978283,0.24734323990666998,0.5305108041723037,1.0895363267427876,-1.023312345326734,-0.5443049037574308,-0.2483843242791741,0.12247076608594205,0.5690081615304918,0.9610352671584734,-0.9315252261888438,-0.6122988452317315,-0.10297232368207573,0.28182499251984816,0.5970119954404546,1.037142763409387,-1.0885183458955037,-0.656399896553204,-0.228014427131615,0.2718963508550557,0.52298906069006,0.9252903319001633,-0.924527616687618,-0.6286813020101794,-0.27763695694442153,0.18436783845579982,0.6538494885300608,1.024100713905148
mri_TCIA-0018_09.jpg,mri_TCIA-0018_09.jpg,-1.0899871818170837,-0.9411395662911533,-0.9373116394279235,-0.9048344326863664,-1.0913469079172295,-1.0713922730980134,-0.5072129226897235,-0.5822991405610323,-0.5785877237739204,-0.5820645392269589,-0.555253480603713,-0.5648866191409196,-0.2750414176833012,-0.25052914019576666,-0.2587900847710217,-0.10444506232740447,-0.1478554289695777,-0.28369908453871107,0.2167004339582161,0.27284033066130164,0.17331109751305424,0.12763214926047026,0.23966819741838166,0.13280138689812868,0.6860320058427746,0.5247362528752245,0.6701426186038242,0.6248658266755355,0.6328407660622102,0.5247993513833716,0.9257791900905151,1.037718387439092,1.0309142162782858,0.9121953262839065,0.9577642868640137,1.099390769284069,-1.0889003933305201,-0.5937311421153596,-0.1417387535468972,0.29854844285202814,0.6970956158762035,0.9213181282916659,-0.9994649262634302,-0.6022199372927317,-0.19834948863077773,0.13899312893308963,0.6974256427347931,0.9233516117774598,-1.0921969287875624,-0.6912134214792518,-0.29774383676053656,0.22066163477971734,0.6644031238755741,1.0196170921474283,-0.9102880685457861,-0.5268062557744297,-0.14647231414495798,0.2581603414819362,0.5483464084511103,0.9631506004227379,-1.0382227693013475,-0.6389167564288306,-0.2875675975299742,0.2942535725444305,0.5424596599752152,1.0430892620238847,-1.0230805819251554,-0.5974343695369273,-0.28122793222554904,0.19914020911603733,0.616365580308642,1.0790537837883056
mri_TCIA-0025_12.jpg,mri_TCIA-0025_12.jpg,-0.9201198208572021,-1.0176778323149198,-1.0067243506720558,-0.9154048736133253,-1.013626341248,-1.0438625841950075,-0.5054518161557169,-0.5359693908560693,-0.6398556550742155,-0.6805919871647715,-0.6193612018263498,-0.62188544493195,-0.13251664775956873,-0.22557171757368907,-0.1929457462594125,-0.25739078783036,-0.24798958567169832,-0.24524742264637223,0.148628639580753,0.23611108262108024,0.25137957703454755,0.16104110220514273,0.29508531556041107,0.1885833853446171,0.6123758989941749,0.6100960272027919,0.6840622358731381,0.633758804846004,0.6433130651896832,0.5580745065463586,0.9204459933864677,0.9305081249150852,0.9355340957857199,0.9922867013723787,0.9946482826216635,0.9794071294872103,-0.9774630547273406,-0.6141334164970002,-0.2484942960717558,0.13759845438667834,0.5106234820172453,1.0761631961186997,-1.062431637789605,-0.6380633046167478,-0.1580340861046313,0.11587992527565934,0.6026068191087609,0.9376220689784609,-1.0528995508832728,-0.6058053711798541,-0.2659890757219757,0.11336424600372588,0.5804284394002437,1.0970355342922766,-0.9432522652985028,-0.537199503222476,-0.14308887162620415,0.1062139206602975,0.5067061387647608,0.9308740373279213,-0.9565141387804623,-0.5726695364143899,-0.10218362796291644,0.1778798305140872,0.6257378760756188,0.9211103605324565,-0.9608782221662975,-0.6176564212449992,-0.15198880071034782,0.25004895998821264,0.6965485952465,0.9975815701149445
mri_TCIA-0021_10.jpg,mri_TCIA-0021_10.jpg,-1.0897274280920046,-1.066164744036173,-1.0989220854568589,-1.0978511708089245,-1.046429749233604,-1.0126711928440113,-0.6304006606951875,-0.6876733004148355,-0.6983605901657488,-0.5780544751045616,-0.6295025588393535,-0.6552578987125226,-0.29443320819045393,-0.19241986100113784,-0.2704003635947871,-0.22616833590011687,-0.13894383114040817,-0.13103496859834926,0.28589763672165514,0.24052069643000978,0.23015027730188956,0.1242468296360352,0.17954876025370628,0.22707627868320454,0.5213660325211114,0.5344445097745195,0.6101773456312098,0.6634079898758611,0.5068939708439585,0.6151991452392476,0.9899842624861904,0.9528757559006884,1.0246316680519019,1.0114941586724417,0.9218449863816887,0.9965078002342486,-1.0417102473738722,-0.5654156822873426,-0.13209781189042405,0.243579995798528,0.6991925082328742,0.9682239745568115,-0.9908528688141529,-0.6003718990557824,-0.1982855571227937,0.22805299665114676,0.6419714017329757,1.0783282779961334,-1.0788741104570454,-0.5381412342444076,-0.2957499362643654,0.25723654790807604,0.5781388357036289,1.0488809533644439,-0.9933658537628305,-0.6069059106894793,-0.22081040639547,0.1639416555637149,0.522274568908499,1.0563471628271286,-1.0397152147631237,-0.6251673475064248,-0.29880412887387897,0.16869136815435173,0.6519797588411604,1.0666539261900185,-0.9640103362493871,-0.5101534099856782,-0.17553436635631092,0.29016462670330867,0.6865305862616116,0.9632346354138962
mri_TCIA-0014_11.jpg,mri_TCIA-0014_11.jpg,-0.9740087194933142,-0.9642493565117449,-1.0245047551281115,-1.0834684524565859,-1.0172462370581483,-0.9388252189372829,-0.6565720377031286,-0.5056319973798633,-0.5342608353548626,-0.5636024289108792,-0.6659643029053536,-0.6245526208591319,-0.15865786998446635,-0.2296898296754275,-0.1034993996558416,-0.10397731509452013,-0.13994229607893063,-0.19826968069473622,0.25895929312492283,0.21292148238886321,0.2649018466323406,0.2443035584318069,0.25440054825097236,0.25019514367254725,0.6086500400256876,0.5350649163178247,0.5240602064730125,0.6089953748625102,0.6542365881428087,0.5954297824495988,1.098298721446656,0.9436693940336048,1.0306032056472194,0.9963809921552876,1.0908590497487354,0.9401907811717076,-1.005195147038744,-0.6563690093487102,-0.228115382698235,0.2603974200602204,0.5370053773092364,1.0914217522804832,-0.9031798958783595,-0.689295315693937,-0.1748249610726425,0.2058539367397218,0.6355226644037409,0.9550707105270345,-0.9004596526649877,-0.5211879002274546,-0.14305405915595654,0.21357863986537057,0.5446309740559921,1.0237392778889156,-1.0101738030894176,-0.6744803643016491,-0.19660826479936194,0.2186482919354324,0.5709307895327823,1.0202037568794915,-0.9795689712744907,-0.6426757428896076,-0.13524294324724423,0.19669896324718145,0.6784754829702202,0.9036589727270784,-0.9627397188535707,-0.6108152816618606,-0.12385892683480829,0.20626128212024514,0.5074854838114089,0.9338267443397827
